Month,Region,Service Line,Payer,Facility Type,Visits,Cost,Readmissions
Oct,North America,Telehealth,Commercial,Outpatient Center,19197,495,511
Oct,North America,Telehealth,Medicare,Hospital,19407,578,793
Oct,North America,Telehealth,Medicare,Clinic,16748,474,540
Oct,North America,Telehealth,Medicare,Outpatient Center,18092,510,588
Oct,North America,Telehealth,Medicaid,Hospital,20197,522,815
Oct,North America,Telehealth,Medicaid,Clinic,17429,428,555
Oct,North America,Telehealth,Medicaid,Outpatient Center,18826,460,604
Oct,North America,Imaging,Commercial,Hospital,12092,803,590
Oct,North America,Imaging,Commercial,Clinic,10435,659,402
Oct,North America,Imaging,Commercial,Outpatient Center,11271,709,437
Oct,North America,Imaging,Medicare,Hospital,11395,827,678
Oct,North America,Imaging,Medicare,Clinic,9833,678,462
Oct,North America,Imaging,Medicare,Outpatient Center,10621,729,503
Oct,North America,Imaging,Medicaid,Hospital,11857,747,697
Oct,North America,Imaging,Medicaid,Clinic,10231,612,475
Oct,North America,Imaging,Medicaid,Outpatient Center,11050,658,517
Oct,North America,Cardiology,Commercial,Hospital,11450,862,1153
Oct,North America,Cardiology,Commercial,Clinic,9880,707,785
Oct,North America,Cardiology,Commercial,Outpatient Center,10671,760,854
Oct,North America,Cardiology,Medicare,Hospital,10789,887,1324
Oct,North America,Cardiology,Medicare,Clinic,9309,728,902
Oct,North America,Cardiology,Medicare,Outpatient Center,10054,782,982
Oct,North America,Cardiology,Medicaid,Hospital,11225,801,1361
Oct,North America,Cardiology,Medicaid,Clinic,9685,657,927
Oct,North America,Cardiology,Medicaid,Outpatient Center,10459,706,1009
Oct,North America,Emergency Care,Commercial,Hospital,22577,721,1242
Oct,North America,Emergency Care,Commercial,Clinic,19480,592,846
Oct,North America,Emergency Care,Commercial,Outpatient Center,21037,636,921
Oct,North America,Emergency Care,Medicare,Hospital,21271,742,1428
Oct,North America,Emergency Care,Medicare,Clinic,18351,609,972
Oct,North America,Emergency Care,Medicare,Outpatient Center,19817,655,1058
Oct,North America,Emergency Care,Medicaid,Hospital,22127,670,1467
Oct,North America,Emergency Care,Medicaid,Clinic,19089,550,999
Oct,North America,Emergency Care,Medicaid,Outpatient Center,20612,591,1088
Oct,Europe,Telehealth,Commercial,Hospital,18777,517,575
Oct,Europe,Telehealth,Commercial,Clinic,16204,424,391
Oct,Europe,Telehealth,Commercial,Outpatient Center,17503,456,426
Oct,Europe,Telehealth,Medicare,Hospital,17695,532,660
Oct,Europe,Telehealth,Medicare,Clinic,15269,436,450
Oct,Europe,Telehealth,Medicare,Outpatient Center,16492,469,490
Oct,Europe,Telehealth,Medicaid,Hospital,18412,480,679
Oct,Europe,Telehealth,Medicaid,Clinic,15887,394,462
Oct,Europe,Telehealth,Medicaid,Outpatient Center,17158,424,503
Oct,Europe,Imaging,Commercial,Hospital,11024,739,492
Oct,Europe,Imaging,Commercial,Clinic,9512,607,335
Oct,Europe,Imaging,Commercial,Outpatient Center,10274,652,365
Oct,Europe,Imaging,Medicare,Hospital,10387,761,565
Oct,Europe,Imaging,Medicare,Clinic,8962,624,385
Oct,Europe,Imaging,Medicare,Outpatient Center,9679,671,419
Oct,Europe,Imaging,Medicaid,Hospital,10806,687,581
Oct,Europe,Imaging,Medicaid,Clinic,9323,563,395
Oct,Europe,Imaging,Medicaid,Outpatient Center,10069,606,431
Oct,Europe,Cardiology,Commercial,Hospital,10436,793,960
Oct,Europe,Cardiology,Commercial,Clinic,9004,650,654
Oct,Europe,Cardiology,Commercial,Outpatient Center,9724,699,712
Oct,Europe,Cardiology,Medicare,Hospital,9832,816,1103
Oct,Europe,Cardiology,Medicare,Clinic,8482,669,752
Oct,Europe,Cardiology,Medicare,Outpatient Center,9160,720,818
Oct,Europe,Cardiology,Medicaid,Hospital,10227,737,1134
Oct,Europe,Cardiology,Medicaid,Clinic,8823,604,772
Oct,Europe,Cardiology,Medicaid,Outpatient Center,9527,650,841
Oct,Europe,Emergency Care,Commercial,Hospital,20572,664,1035
Oct,Europe,Emergency Care,Commercial,Clinic,17748,544,705
Oct,Europe,Emergency Care,Commercial,Outpatient Center,19165,585,768
Oct,Europe,Emergency Care,Medicare,Hospital,19379,683,1190
Oct,Europe,Emergency Care,Medicare,Clinic,16717,560,810
Oct,Europe,Emergency Care,Medicare,Outpatient Center,18051,602,882
Oct,Europe,Emergency Care,Medicaid,Hospital,20155,616,1223
Oct,Europe,Emergency Care,Medicaid,Clinic,17386,505,833
Oct,Europe,Emergency Care,Medicaid,Outpatient Center,18772,543,906
Oct,APAC,Telehealth,Commercial,Hospital,23947,481,637
Oct,APAC,Telehealth,Commercial,Clinic,20663,395,434
Oct,APAC,Telehealth,Commercial,Outpatient Center,22316,425,472
Oct,APAC,Telehealth,Medicare,Hospital,22563,496,732
Oct,APAC,Telehealth,Medicare,Clinic,19468,406,498
Oct,APAC,Telehealth,Medicare,Outpatient Center,21024,437,542
Oct,APAC,Telehealth,Medicaid,Hospital,23473,447,752
Oct,APAC,Telehealth,Medicaid,Clinic,20252,367,512
Oct,APAC,Telehealth,Medicaid,Outpatient Center,21870,394,557
Oct,APAC,Imaging,Commercial,Hospital,14055,689,545
Oct,APAC,Imaging,Commercial,Clinic,12126,565,371
Oct,APAC,Imaging,Commercial,Outpatient Center,13096,607,404
Oct,APAC,Imaging,Medicare,Hospital,13241,709,626
Oct,APAC,Imaging,Medicare,Clinic,11423,581,426
Oct,APAC,Imaging,Medicare,Outpatient Center,12336,625,464
Oct,APAC,Imaging,Medicaid,Hospital,13773,640,643
Oct,APAC,Imaging,Medicaid,Clinic,11882,525,438
Oct,APAC,Imaging,Medicaid,Outpatient Center,12830,564,477
Oct,APAC,Cardiology,Commercial,Hospital,13302,739,1064
Oct,APAC,Cardiology,Commercial,Clinic,11476,606,725
Oct,APAC,Cardiology,Commercial,Outpatient Center,12392,651,789
Oct,APAC,Cardiology,Medicare,Hospital,12530,760,1222
Oct,APAC,Cardiology,Medicare,Clinic,10809,623,832
Oct,APAC,Cardiology,Medicare,Outpatient Center,11671,670,906
Oct,APAC,Cardiology,Medicaid,Hospital,13032,686,1256
Oct,APAC,Cardiology,Medicaid,Clinic,11241,562,856
Oct,APAC,Cardiology,Medicaid,Outpatient Center,12137,605,931
Oct,APAC,Emergency Care,Commercial,Hospital,26215,618,1147
Oct,APAC,Emergency Care,Commercial,Clinic,22614,507,781
Oct,APAC,Emergency Care,Commercial,Outpatient Center,24416,545,850
Oct,APAC,Emergency Care,Medicare,Hospital,24691,636,1318
Oct,APAC,Emergency Care,Medicare,Clinic,21297,521,897
Oct,APAC,Emergency Care,Medicare,Outpatient Center,22993,560,977
Oct,APAC,Emergency Care,Medicaid,Hospital,25676,574,1354
Oct,APAC,Emergency Care,Medicaid,Clinic,22146,470,922
Oct,APAC,Emergency Care,Medicaid,Outpatient Center,23908,506,1004
Oct,Latin America,Telehealth,Commercial,Hospital,15084,353,424
Oct,Latin America,Telehealth,Commercial,Clinic,13014,290,289
Oct,Latin America,Telehealth,Commercial,Outpatient Center,14054,312,315
Oct,Latin America,Telehealth,Medicare,Hospital,14210,364,488
Oct,Latin America,Telehealth,Medicare,Clinic,12259,298,332
Oct,Latin America,Telehealth,Medicare,Outpatient Center,13238,321,362
Oct,Latin America,Telehealth,Medicaid,Hospital,14781,328,501
Oct,Latin America,Telehealth,Medicaid,Clinic,12751,269,341
Oct,Latin America,Telehealth,Medicaid,Outpatient Center,13768,289,372
Oct,Latin America,Imaging,Commercial,Hospital,8851,505,363
Oct,Latin America,Imaging,Commercial,Clinic,7636,414,247
Oct,Latin America,Imaging,Commercial,Outpatient Center,8245,446,269
Oct,Latin America,Imaging,Medicare,Hospital,8337,520,417
Oct,Latin America,Imaging,Medicare,Clinic,7192,426,284
Oct,Latin America,Imaging,Medicare,Outpatient Center,7765,458,309
Oct,Latin America,Imaging,Medicaid,Hospital,8671,469,429
Oct,Latin America,Imaging,Medicaid,Clinic,7479,385,292
Oct,Latin America,Imaging,Medicaid,Outpatient Center,8075,414,318
Oct,Latin America,Cardiology,Commercial,Hospital,8375,542,709
Oct,Latin America,Cardiology,Commercial,Clinic,7224,444,483
Oct,Latin America,Cardiology,Commercial,Outpatient Center,7800,478,526
Oct,Latin America,Cardiology,Medicare,Hospital,7887,557,815
Oct,Latin America,Cardiology,Medicare,Clinic,6803,457,555
Oct,Latin America,Cardiology,Medicare,Outpatient Center,7345,491,604
Oct,Latin America,Cardiology,Medicaid,Hospital,8202,503,838
Oct,Latin America,Cardiology,Medicaid,Clinic,7074,412,570
Oct,Latin America,Cardiology,Medicaid,Outpatient Center,7637,443,621
Oct,Latin America,Emergency Care,Commercial,Hospital,16500,453,765
Oct,Latin America,Emergency Care,Commercial,Clinic,14232,372,521
Oct,Latin America,Emergency Care,Commercial,Outpatient Center,15365,399,567
Oct,Latin America,Emergency Care,Medicare,Hospital,15538,466,878
Oct,Latin America,Emergency Care,Medicare,Clinic,13401,382,598
Oct,Latin America,Emergency Care,Medicare,Outpatient Center,14467,411,651
Oct,Latin America,Emergency Care,Medicaid,Hospital,16156,421,903
Oct,Latin America,Emergency Care,Medicaid,Clinic,13933,345,615
Oct,Latin America,Emergency Care,Medicaid,Outpatient Center,15041,371,669
Nov,North America,Telehealth,Commercial,Hospital,21789,609,723
Nov,North America,Telehealth,Commercial,Clinic,18804,500,492
Nov,North America,Telehealth,Commercial,Outpatient Center,20312,537,536
Nov,North America,Telehealth,Medicare,Hospital,20535,627,830
Nov,North America,Telehealth,Medicare,Clinic,17721,514,565
Nov,North America,Telehealth,Medicare,Outpatient Center,19141,553,616
Nov,North America,Telehealth,Medicaid,Hospital,21369,566,853
Nov,North America,Telehealth,Medicaid,Clinic,18439,464,581
Nov,North America,Telehealth,Medicaid,Outpatient Center,19915,499,633
Nov,North America,Imaging,Commercial,Hospital,12794,872,618
Nov,North America,Imaging,Commercial,Clinic,11040,715,421
Nov,North America,Imaging,Commercial,Outpatient Center,11924,769,458
Nov,North America,Imaging,Medicare,Hospital,12056,897,710
Nov,North America,Imaging,Medicare,Clinic,10402,736,484
Nov,North America,Imaging,Medicare,Outpatient Center,11235,791,527
Nov,North America,Imaging,Medicaid,Hospital,12543,810,730
Nov,North America,Imaging,Medicaid,Clinic,10822,664,497
Nov,North America,Imaging,Medicaid,Outpatient Center,11687,714,541
Nov,North America,Cardiology,Commercial,Hospital,12113,935,1208
Nov,North America,Cardiology,Commercial,Clinic,10451,767,823
Nov,North America,Cardiology,Commercial,Outpatient Center,11287,825,896
Nov,North America,Cardiology,Medicare,Hospital,11412,962,1388
Nov,North America,Cardiology,Medicare,Clinic,9846,789,945
Nov,North America,Cardiology,Medicare,Outpatient Center,10633,849,1029
Nov,North America,Cardiology,Medicaid,Hospital,11872,869,1426
Nov,North America,Cardiology,Medicaid,Clinic,10242,712,971
Nov,North America,Cardiology,Medicaid,Outpatient Center,11060,766,1057
Nov,North America,Emergency Care,Commercial,Hospital,23880,783,1302
Nov,North America,Emergency Care,Commercial,Clinic,20602,642,887
Nov,North America,Emergency Care,Commercial,Outpatient Center,22248,690,966
Nov,North America,Emergency Care,Medicare,Hospital,22496,805,1496
Nov,North America,Emergency Care,Medicare,Clinic,19407,660,1019
Nov,North America,Emergency Care,Medicare,Outpatient Center,20956,710,1109
Nov,North America,Emergency Care,Medicaid,Hospital,23399,727,1538
Nov,North America,Emergency Care,Medicaid,Clinic,20185,596,1047
Nov,North America,Emergency Care,Medicaid,Outpatient Center,21794,641,1140
Nov,Europe,Telehealth,Commercial,Hospital,19867,561,602
Nov,Europe,Telehealth,Commercial,Clinic,17143,460,410
Nov,Europe,Telehealth,Commercial,Outpatient Center,18516,495,446
Nov,Europe,Telehealth,Medicare,Hospital,18720,577,692
Nov,Europe,Telehealth,Medicare,Clinic,16153,473,471
Nov,Europe,Telehealth,Medicare,Outpatient Center,17445,509,513
Nov,Europe,Telehealth,Medicaid,Hospital,19476,521,711
Nov,Europe,Telehealth,Medicaid,Clinic,16804,427,484
Nov,Europe,Telehealth,Medicaid,Outpatient Center,18147,460,527
Nov,Europe,Imaging,Commercial,Hospital,11662,802,515
Nov,Europe,Imaging,Commercial,Clinic,10062,658,351
Nov,Europe,Imaging,Commercial,Outpatient Center,10866,708,382
Nov,Europe,Imaging,Medicare,Hospital,10987,826,592
Nov,Europe,Imaging,Medicare,Clinic,9479,677,403
Nov,Europe,Imaging,Medicare,Outpatient Center,10236,728,439
Nov,Europe,Imaging,Medicaid,Hospital,11429,745,608
Nov,Europe,Imaging,Medicaid,Clinic,9860,611,414
Nov,Europe,Imaging,Medicaid,Outpatient Center,10647,657,451
Nov,Europe,Cardiology,Commercial,Hospital,11038,860,1007
Nov,Europe,Cardiology,Commercial,Clinic,9523,706,686
Nov,Europe,Cardiology,Commercial,Outpatient Center,10283,759,746
Nov,Europe,Cardiology,Medicare,Hospital,10398,885,1157
Nov,Europe,Cardiology,Medicare,Clinic,8970,726,788
Nov,Europe,Cardiology,Medicare,Outpatient Center,9686,781,857
Nov,Europe,Cardiology,Medicaid,Hospital,10815,799,1189
Nov,Europe,Cardiology,Medicaid,Clinic,9329,655,810
Nov,Europe,Cardiology,Medicaid,Outpatient Center,10073,704,881
Nov,Europe,Emergency Care,Commercial,Hospital,21755,720,1085
Nov,Europe,Emergency Care,Commercial,Clinic,18767,590,739
Nov,Europe,Emergency Care,Commercial,Outpatient Center,20264,635,805
Nov,Europe,Emergency Care,Medicare,Hospital,20491,741,1247
Nov,Europe,Emergency Care,Medicare,Clinic,17675,607,849
Nov,Europe,Emergency Care,Medicare,Outpatient Center,19084,653,925
Nov,Europe,Emergency Care,Medicaid,Hospital,21310,668,1282
Nov,Europe,Emergency Care,Medicaid,Clinic,18381,548,873
Nov,Europe,Emergency Care,Medicaid,Outpatient Center,19845,589,950
Nov,APAC,Telehealth,Commercial,Hospital,25332,522,667
Nov,APAC,Telehealth,Commercial,Clinic,21856,428,454
Nov,APAC,Telehealth,Commercial,Outpatient Center,23603,461,495
Nov,APAC,Telehealth,Medicare,Hospital,23865,538,766
Nov,APAC,Telehealth,Medicare,Clinic,20590,441,522
Nov,APAC,Telehealth,Medicare,Outpatient Center,22234,474,568
Nov,APAC,Telehealth,Medicaid,Hospital,24825,485,788
Nov,APAC,Telehealth,Medicaid,Clinic,21417,398,536
Nov,APAC,Telehealth,Medicaid,Outpatient Center,23126,428,584
Nov,APAC,Imaging,Commercial,Hospital,14865,747,571
Nov,APAC,Imaging,Commercial,Clinic,12825,613,389
Nov,APAC,Imaging,Commercial,Outpatient Center,13848,659,423
Nov,APAC,Imaging,Medicare,Hospital,14003,769,656
Nov,APAC,Imaging,Medicare,Clinic,12080,631,447
Nov,APAC,Imaging,Medicare,Outpatient Center,13044,678,486
Nov,APAC,Imaging,Medicaid,Hospital,14564,694,674
Nov,APAC,Imaging,Medicaid,Clinic,12563,569,459
Nov,APAC,Imaging,Medicaid,Outpatient Center,13565,612,500
Nov,APAC,Cardiology,Commercial,Hospital,14067,801,1115
Nov,APAC,Cardiology,Commercial,Clinic,12134,657,759
Nov,APAC,Cardiology,Commercial,Outpatient Center,13102,706,827
Nov,APAC,Cardiology,Medicare,Hospital,13249,824,1281
Nov,APAC,Cardiology,Medicare,Clinic,11428,676,872
Nov,APAC,Cardiology,Medicare,Outpatient Center,12339,726,950
Nov,APAC,Cardiology,Medicaid,Hospital,13778,744,1317
Nov,APAC,Cardiology,Medicaid,Clinic,11884,610,897
Nov,APAC,Cardiology,Medicaid,Outpatient Center,12830,655,976
Nov,APAC,Emergency Care,Commercial,Hospital,27718,670,1202
Nov,APAC,Emergency Care,Commercial,Clinic,23908,549,819
Nov,APAC,Emergency Care,Commercial,Outpatient Center,25812,591,891
Nov,APAC,Emergency Care,Medicare,Hospital,26103,689,1381
Nov,APAC,Emergency Care,Medicare,Clinic,22514,565,941
Nov,APAC,Emergency Care,Medicare,Outpatient Center,24305,608,1024
Nov,APAC,Emergency Care,Medicaid,Hospital,27142,622,1420
Nov,APAC,Emergency Care,Medicaid,Clinic,23409,510,967
Nov,APAC,Emergency Care,Medicaid,Outpatient Center,25270,548,1053
Nov,Latin America,Telehealth,Commercial,Hospital,15953,383,445
Nov,Latin America,Telehealth,Commercial,Clinic,13763,314,303
Nov,Latin America,Telehealth,Commercial,Outpatient Center,14861,338,330
Nov,Latin America,Telehealth,Medicare,Hospital,15027,394,511
Nov,Latin America,Telehealth,Medicare,Clinic,12963,323,348
Nov,Latin America,Telehealth,Medicare,Outpatient Center,13997,348,379
Nov,Latin America,Telehealth,Medicaid,Hospital,15629,356,525
Nov,Latin America,Telehealth,Medicaid,Clinic,13482,292,358
Nov,Latin America,Telehealth,Medicaid,Outpatient Center,14556,314,389
Nov,Latin America,Imaging,Commercial,Hospital,9359,548,381
Nov,Latin America,Imaging,Commercial,Clinic,8074,449,259
Nov,Latin America,Imaging,Commercial,Outpatient Center,8717,483,282
Nov,Latin America,Imaging,Medicare,Hospital,8815,564,437
Nov,Latin America,Imaging,Medicare,Clinic,7604,462,298
Nov,Latin America,Imaging,Medicare,Outpatient Center,8209,497,324
Nov,Latin America,Imaging,Medicaid,Hospital,9167,509,449
Nov,Latin America,Imaging,Medicaid,Clinic,7907,417,306
Nov,Latin America,Imaging,Medicaid,Outpatient Center,8536,448,333
Nov,Latin America,Cardiology,Commercial,Hospital,8854,588,743
Nov,Latin America,Cardiology,Commercial,Clinic,7637,482,506
Nov,Latin America,Cardiology,Commercial,Outpatient Center,8245,518,551
Nov,Latin America,Cardiology,Medicare,Hospital,8338,604,854
Nov,Latin America,Cardiology,Medicare,Clinic,7192,496,582
Nov,Latin America,Cardiology,Medicare,Outpatient Center,7764,533,633
Nov,Latin America,Cardiology,Medicaid,Hospital,8670,545,878
Nov,Latin America,Cardiology,Medicaid,Clinic,7477,447,598
Nov,Latin America,Cardiology,Medicaid,Outpatient Center,8072,480,651
Nov,Latin America,Emergency Care,Commercial,Hospital,17443,491,802
Nov,Latin America,Emergency Care,Commercial,Clinic,15043,403,546
Nov,Latin America,Emergency Care,Commercial,Outpatient Center,16240,433,594
Nov,Latin America,Emergency Care,Medicare,Hospital,16424,505,921
Nov,Latin America,Emergency Care,Medicare,Clinic,14164,414,627
Nov,Latin America,Emergency Care,Medicare,Outpatient Center,15290,445,683
Nov,Latin America,Emergency Care,Medicaid,Hospital,17075,456,946
Nov,Latin America,Emergency Care,Medicaid,Clinic,14725,374,645
Nov,Latin America,Emergency Care,Medicaid,Outpatient Center,15894,402,702
Dec,North America,Telehealth,Commercial,Hospital,23012,648,764
Dec,North America,Telehealth,Commercial,Clinic,19857,531,520
Dec,North America,Telehealth,Commercial,Outpatient Center,21448,571,566
Dec,North America,Telehealth,Medicare,Hospital,21685,667,878
Dec,North America,Telehealth,Medicare,Clinic,18711,547,598
Dec,North America,Telehealth,Medicare,Outpatient Center,20209,588,651
Dec,North America,Telehealth,Medicaid,Hospital,22562,602,902
Dec,North America,Telehealth,Medicaid,Clinic,19467,494,614
Dec,North America,Telehealth,Medicaid,Outpatient Center,21024,531,669
Dec,North America,Imaging,Commercial,Hospital,13509,927,654
Dec,North America,Imaging,Commercial,Clinic,11656,760,445
Dec,North America,Imaging,Commercial,Outpatient Center,12589,817,485
Dec,North America,Imaging,Medicare,Hospital,12728,954,751
Dec,North America,Imaging,Medicare,Clinic,10982,782,511
Dec,North America,Imaging,Medicare,Outpatient Center,11860,841,557
Dec,North America,Imaging,Medicaid,Hospital,13241,861,772
Dec,North America,Imaging,Medicaid,Clinic,11424,706,526
Dec,North America,Imaging,Medicaid,Outpatient Center,12336,759,572
Dec,North America,Cardiology,Commercial,Hospital,12788,994,1277
Dec,North America,Cardiology,Commercial,Clinic,11033,815,870
Dec,North America,Cardiology,Commercial,Outpatient Center,11914,876,947
Dec,North America,Cardiology,Medicare,Hospital,12047,1023,1467
Dec,North America,Cardiology,Medicare,Clinic,10393,839,999
Dec,North America,Cardiology,Medicare,Outpatient Center,11223,902,1088
Dec,North America,Cardiology,Medicaid,Hospital,12531,923,1508
Dec,North America,Cardiology,Medicaid,Clinic,10810,757,1027
Dec,North America,Cardiology,Medicaid,Outpatient Center,11672,814,1118
Dec,North America,Emergency Care,Commercial,Hospital,25206,832,1377
Dec,North America,Emergency Care,Commercial,Clinic,21745,682,938
Dec,North America,Emergency Care,Commercial,Outpatient Center,23480,733,1021
Dec,North America,Emergency Care,Medicare,Hospital,23743,856,1582
Dec,North America,Emergency Care,Medicare,Clinic,20481,702,1077
Dec,North America,Emergency Care,Medicare,Outpatient Center,22114,754,1173
Dec,North America,Emergency Care,Medicaid,Hospital,24693,772,1626
Dec,North America,Emergency Care,Medicaid,Clinic,21300,633,1107
Dec,North America,Emergency Care,Medicaid,Outpatient Center,22997,681,1205
Dec,Europe,Telehealth,Commercial,Hospital,20977,596,637
Dec,Europe,Telehealth,Commercial,Clinic,18099,489,434
Dec,Europe,Telehealth,Commercial,Outpatient Center,19547,526,472
Dec,Europe,Telehealth,Medicare,Hospital,19764,613,731
Dec,Europe,Telehealth,Medicare,Clinic,17052,503,498
Dec,Europe,Telehealth,Medicare,Outpatient Center,18415,541,542
Dec,Europe,Telehealth,Medicaid,Hospital,20560,554,752
Dec,Europe,Telehealth,Medicaid,Clinic,17738,454,512
Dec,Europe,Telehealth,Medicaid,Outpatient Center,19154,488,557
Dec,Europe,Imaging,Commercial,Hospital,12311,853,545
Dec,Europe,Imaging,Commercial,Clinic,10621,699,371
Dec,Europe,Imaging,Commercial,Outpatient Center,11470,752,404
Dec,Europe,Imaging,Medicare,Hospital,11598,877,626
Dec,Europe,Imaging,Medicare,Clinic,10005,720,426
Dec,Europe,Imaging,Medicare,Outpatient Center,10804,774,464
Dec,Europe,Imaging,Medicaid,Hospital,12063,792,643
Dec,Europe,Imaging,Medicaid,Clinic,10406,649,438
Dec,Europe,Imaging,Medicaid,Outpatient Center,11236,698,477
Dec,Europe,Cardiology,Commercial,Hospital,11651,914,1064
Dec,Europe,Cardiology,Commercial,Clinic,10051,750,725
Dec,Europe,Cardiology,Commercial,Outpatient Center,10853,806,789
Dec,Europe,Cardiology,Medicare,Hospital,10974,941,1222
Dec,Europe,Cardiology,Medicare,Clinic,9466,771,833
Dec,Europe,Cardiology,Medicare,Outpatient Center,10221,829,906
Dec,Europe,Cardiology,Medicaid,Hospital,11413,849,1256
Dec,Europe,Cardiology,Medicaid,Clinic,9845,696,856
Dec,Europe,Cardiology,Medicaid,Outpatient Center,10629,748,932
Dec,Europe,Emergency Care,Commercial,Hospital,22959,765,1147
Dec,Europe,Emergency Care,Commercial,Clinic,19804,627,781
Dec,Europe,Emergency Care,Commercial,Outpatient Center,21382,674,851
Dec,Europe,Emergency Care,Medicare,Hospital,21623,787,1318
Dec,Europe,Emergency Care,Medicare,Clinic,18650,645,898
Dec,Europe,Emergency Care,Medicare,Outpatient Center,20135,693,977
Dec,Europe,Emergency Care,Medicaid,Hospital,22485,710,1355
Dec,Europe,Emergency Care,Medicaid,Clinic,19393,582,923
Dec,Europe,Emergency Care,Medicaid,Outpatient Center,20936,626,1004
Dec,APAC,Telehealth,Commercial,Hospital,26741,555,705
Dec,APAC,Telehealth,Commercial,Clinic,23071,455,480
Dec,APAC,Telehealth,Commercial,Outpatient Center,24913,489,523
Dec,APAC,Telehealth,Medicare,Hospital,25191,571,810
Dec,APAC,Telehealth,Medicare,Clinic,21732,469,552
Dec,APAC,Telehealth,Medicare,Outpatient Center,23466,504,601
Dec,APAC,Telehealth,Medicaid,Hospital,26202,516,833
Dec,APAC,Telehealth,Medicaid,Clinic,22602,423,567
Dec,APAC,Telehealth,Medicaid,Outpatient Center,24405,454,617
Dec,APAC,Imaging,Commercial,Hospital,15690,794,603
Dec,APAC,Imaging,Commercial,Clinic,13535,651,411
Dec,APAC,Imaging,Commercial,Outpatient Center,14615,700,447
Dec,APAC,Imaging,Medicare,Hospital,14778,817,693
Dec,APAC,Imaging,Medicare,Clinic,12748,670,472
Dec,APAC,Imaging,Medicare,Outpatient Center,13764,720,514
Dec,APAC,Imaging,Medicaid,Hospital,15369,737,712
Dec,APAC,Imaging,Medicaid,Clinic,13257,604,485
Dec,APAC,Imaging,Medicaid,Outpatient Center,14313,650,528
Dec,APAC,Cardiology,Commercial,Hospital,14845,851,1179
Dec,APAC,Cardiology,Commercial,Clinic,12805,698,803
Dec,APAC,Cardiology,Commercial,Outpatient Center,13825,750,874
Dec,APAC,Cardiology,Medicare,Hospital,13980,876,1354
Dec,APAC,Cardiology,Medicare,Clinic,12058,718,922
Dec,APAC,Cardiology,Medicare,Outpatient Center,13018,772,1004
Dec,APAC,Cardiology,Medicaid,Hospital,14537,790,1392
Dec,APAC,Cardiology,Medicaid,Clinic,12538,648,948
Dec,APAC,Cardiology,Medicaid,Outpatient Center,13535,696,1032
Dec,APAC,Emergency Care,Commercial,Hospital,29246,712,1271
Dec,APAC,Emergency Care,Commercial,Clinic,25224,584,865
Dec,APAC,Emergency Care,Commercial,Outpatient Center,27231,627,942
Dec,APAC,Emergency Care,Medicare,Hospital,27540,732,1460
Dec,APAC,Emergency Care,Medicare,Clinic,23751,600,994
Dec,APAC,Emergency Care,Medicare,Outpatient Center,25640,645,1082
Dec,APAC,Emergency Care,Medicaid,Hospital,28633,661,1501
Dec,APAC,Emergency Care,Medicaid,Clinic,24693,542,1022
Dec,APAC,Emergency Care,Medicaid,Outpatient Center,26655,582,1113
Dec,Latin America,Telehealth,Commercial,Hospital,16838,407,470
Dec,Latin America,Telehealth,Commercial,Clinic,14525,334,320
Dec,Latin America,Telehealth,Commercial,Outpatient Center,15683,359,349
Dec,Latin America,Telehealth,Medicare,Hospital,15859,419,540
Dec,Latin America,Telehealth,Medicare,Clinic,13680,344,368
Dec,Latin America,Telehealth,Medicare,Outpatient Center,14770,369,400
Dec,Latin America,Telehealth,Medicaid,Hospital,16493,378,555
Dec,Latin America,Telehealth,Medicaid,Clinic,14225,310,378
Dec,Latin America,Telehealth,Medicaid,Outpatient Center,15358,333,412
Dec,Latin America,Imaging,Commercial,Hospital,9877,582,402
Dec,Latin America,Imaging,Commercial,Clinic,8519,477,274
Dec,Latin America,Imaging,Commercial,Outpatient Center,9198,513,298
Dec,Latin America,Imaging,Medicare,Hospital,9301,599,462
Dec,Latin America,Imaging,Medicare,Clinic,8023,491,315
Dec,Latin America,Imaging,Medicare,Outpatient Center,8661,528,343
Dec,Latin America,Imaging,Medicaid,Hospital,9672,541,475
Dec,Latin America,Imaging,Medicaid,Clinic,8342,443,323
Dec,Latin America,Imaging,Medicaid,Outpatient Center,9005,476,352
Dec,Latin America,Cardiology,Commercial,Hospital,9342,624,786
Dec,Latin America,Cardiology,Commercial,Clinic,8058,512,535
Dec,Latin America,Cardiology,Commercial,Outpatient Center,8699,550,583
Dec,Latin America,Cardiology,Medicare,Hospital,8797,642,903
Dec,Latin America,Cardiology,Medicare,Clinic,7587,526,615
Dec,Latin America,Cardiology,Medicare,Outpatient Center,8190,566,669
Dec,Latin America,Cardiology,Medicaid,Hospital,9146,579,928
Dec,Latin America,Cardiology,Medicaid,Clinic,7888,475,632
Dec,Latin America,Cardiology,Medicaid,Outpatient Center,8514,510,688
Dec,Latin America,Emergency Care,Commercial,Hospital,18401,522,847
Dec,Latin America,Emergency Care,Commercial,Clinic,15869,428,577
Dec,Latin America,Emergency Care,Commercial,Outpatient Center,17130,460,628
Dec,Latin America,Emergency Care,Medicare,Hospital,17325,537,973
Dec,Latin America,Emergency Care,Medicare,Clinic,14940,440,663
Dec,Latin America,Emergency Care,Medicare,Outpatient Center,16126,473,722
Dec,Latin America,Emergency Care,Medicaid,Hospital,18010,484,1000
Dec,Latin America,Emergency Care,Medicaid,Clinic,15531,397,681
